loc timefmt,STR
loc shorttimefmt,STR
loc input timefmt,STR
loc startofweek,INTEGER
loc name,STR
loc messages,STR
loc priority,INTEGER
loc transliteration map,STR
loc enabled,INTEGER
mct from user id,INTEGER
mct to user id,INTEGER
mct blocked,INTEGER
mct last contact datetime,TIME
cgr id,INTEGER
cgr user id,INTEGER
cgr name,STR
cgu user id,INTEGER
cgu cgr id,INTEGER
msg author user id,INTEGER
msg datetime,TIME
msg thread id,INTEGER
msg renderers,STR
mspr msg id,INTEGER
thrd id,INTEGER
thrd title,STR
thrd datemodified,TIME
tsta thread id,INTEGER
tsta user id,INTEGER
tsta first unread msg id,INTEGER
tsta thread leave msg id,INTEGER
cptip ip,INTEGER
cptip cptq id,INTEGER
cptq id,INTEGER
cptq question,STR
cptq answers,STR
pevt plug id,INTEGER
pevt event,STR
pevt enabled,INTEGER
plug id,INTEGER
plug priority,INTEGER
plug classname,STR
plug code,STR
plug version,STR
plug name,STR
plug shortdesc,STR
pset plug id,INTEGER
pset name,STR
pset value,STR
puset plug id,INTEGER
puset user id,INTEGER
puset name,STR
puset value,STR
pans pqst id,INTEGER
pans user id,INTEGER
pans popt id,INTEGER
popt id,INTEGER
popt pqst id,INTEGER
popt option text,STR
popt order,INTEGER
pqst id,INTEGER
pqst owner user id,INTEGER
pqst question text,STR
pqst max answers,INTEGER
postcat post id,INTEGER
postcat cat id,INTEGER
postcat order,FLOAT
city ctry id,INTEGER
city rgn id,INTEGER
city subrg id,INTEGER
city postcode,STR
city enabled,INTEGER
city preferred,INTEGER
ctry id,INTEGER
ctry code,STR
ctry name,STR
ctry curr id,INTEGER
ctry enabled,INTEGER
ctry preferred,INTEGER
curr id,INTEGER
curr shortcut,STR
curr name,STR
curr enabled,INTEGER
rgn id,INTEGER
rgn ctry id,INTEGER
rgn code,STR
rgn name,STR
rgn enabled,INTEGER
rgn preferred,INTEGER
subrg id,INTEGER
subrg rgn id,INTEGER
subrg code,STR
subrg name,STR
subrg enabled,INTEGER
subrg preferred,INTEGER
sess key,STR
sess start ts,TIME
sess lastseen ts,TIME
sess ipaddress,STR
sess user id,INTEGER
sess device,STR
set value,STR
sco skin id,INTEGER
sco name,STR
skin id,INTEGER
skin class,STR
skin name,STR
slug id,INTEGER
slug title,STR
slug type,STR
slug itm id,INTEGER
sub coll id,INTEGER
sub user id,INTEGER
sub items,INTEGER
sub items mod,INTEGER
sub comments,INTEGER
slg id,INTEGER
slg timestamp,TIME
slg user id,INTEGER
tmp type,STR
tmp coll id,INTEGER
tmp item id,INTEGER
goal id,INTEGER
goal gcat id,INTEGER
goal name,STR
goal key,STR
goal redir url,STR
goal temp redir url,STR
goal temp start ts,TIME
goal temp end ts,TIME
goal default value,FLOAT
goal notes,STR
gcat id,INTEGER
gcat name,STR
gcat color,STR
ghit id,INTEGER
ghit goal id,INTEGER
ghit hit id,INTEGER
ghit params,STR
keyp id,INTEGER
keyp phrase,STR
keyp count refered searches,INTEGER
keyp count internal searches,INTEGER
user salt,STR
user pass driver,STR
user grp id,INTEGER
ufdf id,INTEGER
ufdf ufgp id,INTEGER
ufdf type,STR
ufdf name,STR
ufdf options,STR
ufgp id,INTEGER
ufgp name,STR
ufgp order,INTEGER
uf id,INTEGER
uf user id,INTEGER
uf ufdf id,INTEGER
uf varchar,STR
ivc id,INTEGER
ivc code,STR
ivc expire ts,TIME
ivc source,STR
ivc grp id,INTEGER
ivc level,INTEGER
org id,INTEGER
org owner user id,INTEGER
org url,STR
upvc user id,INTEGER
upvc total unique visitors,INTEGER
upvc last view ts,TIME
upvc new unique visitors,INTEGER
upv visited user id,INTEGER
upv visitor user id,INTEGER
upv last visit ts,TIME
urep target user id,INTEGER
urep reporter id,INTEGER
sug user id,INTEGER
sug grp id,INTEGER
utag id,INTEGER
utag name,STR
uorg user id,INTEGER
uorg org id,INTEGER
uorg accepted,INTEGER
uorg role,STR
uorg priority,INTEGER
uset user id,INTEGER
uset name,STR
uset value,STR
uutg user id,INTEGER
uutg emtag id,INTEGER
wi id,INTEGER
wi coll id,INTEGER
wi sco name,STR
wi order,INTEGER
wi enabled,INTEGER
klas nesreca,STR
cas nesreca,TIME
naselje ali izven,STR
kategorija cesta,STR
oznaka cesta ali naselje,STR
tekst cesta ali naselje,STR
oznaka odsek ali ulica,STR
tekst odsek ali ulica,STR
stacionazna ali hisna st,STR
opis prizorisce,STR
vzrok nesreca,STR
tip nesreca,STR
vreme nesreca,STR
stanje promet,STR
stanje vozisce,STR
stanje povrsina vozisce,STR
x wgs,FLOAT
y wgs,FLOAT
dataset,STR
dataset version,STR
author text,STR
measure,STR
latin,INTEGER
rooms,STR
ban until,INTEGER
bot,INTEGER
botname,STR
msg del,INTEGER
usr del,INTEGER
reg del,INTEGER
input,STR
enteredtime,TIME
inputstarvals,STR
thatstarvals,STR
topicstarvals,STR
patternmatched,STR
inputmatched,STR
combined,STR
gossip,STR
room,STR
m time,INTEGER
pm read,STR
room from,STR
ordera,INTEGER
isend,INTEGER
showemail,INTEGER
reg time,INTEGER
allowpopup,INTEGER
favlink,STR
slang,STR
colorname,STR
that,STR
thatid,INTEGER
u time,INTEGER
awaystat,STR
r time,INTEGER
sr returned date sk,INTEGER
sr return time sk,INTEGER
sr item sk,INTEGER
sr customer sk,INTEGER
sr cdemo sk,INTEGER
sr hdemo sk,INTEGER
sr addr sk,INTEGER
sr store sk,INTEGER
sr reason sk,INTEGER
sr ticket number,INTEGER
sr return quantity,INTEGER
sr return amt,FLOAT
drama,STR
horror,STR
investor id,INTEGER
investor details,STR
lot id,INTEGER
lot details,STR
transaction type code,STR
transaction type description,STR
date of transaction,TIME
amount of transaction,FLOAT
sales transaction id,INTEGER
sales details,STR
purchase transaction id,INTEGER
purchase details,STR
connection type id,STR
outside shape,STR
base type,STR
height over tube,FLOAT
lgid,STR
teamid,STR
franchid,STR
stories,INTEGER
market value billion,STR
move in year,INTEGER
program id,INTEGER
channel id,INTEGER
share in percent,FLOAT
rating in percent,FLOAT
time of day,STR
review stars,FLOAT
review votes funny,STR
review votes useful,STR
review votes cool,STR
review length,STR
web site sk,INTEGER
web site id,STR
web rec start date,TIME
web rec end date,TIME
web name,STR
web open date sk,INTEGER
web close date sk,INTEGER
web class,STR
web manager,STR
web mkt id,INTEGER
web mkt class,STR
web mkt desc,STR
web market manager,STR
web company id,INTEGER
web company name,STR
web street number,STR
web street name,STR
web street type,STR
web suite number,STR
web city,STR
web county,STR
web state,STR
web zip,STR
web country,STR
web gmt offset,FLOAT
assay id,INTEGER
assay type,STR
event attendance,INTEGER
journalist id,INTEGER
years working,INTEGER
work type,STR
atomtype,STR
img id,INTEGER
pred class id,INTEGER
obj1 sample id,INTEGER
obj2 sample id,INTEGER
aggregate max,INTEGER
assessment value,INTEGER
scale id,INTEGER
minimum,STR
maximum,STR
cqid,INTEGER
cfieldname,STR
scenario,INTEGER
sqid,INTEGER
specialtype,STR
defaultvalue,STR
errortime,STR
gseq,INTEGER
qseq,INTEGER
eqn,STR
pretty#print,STR
number attempts,INTEGER
group order,INTEGER
randomization group,STR
grelevance,STR
label name,STR
taken,INTEGER
importance,INTEGER
display class,STR
first read,TIME
participant id,STR
attribute type,STR
defaultname,STR
share uid,INTEGER
can edit,STR
blacklisted,STR
owner uid,INTEGER
created by,INTEGER
create p,INTEGER
read p,INTEGER
update p,INTEGER
delete p,INTEGER
import p,INTEGER
export p,INTEGER
qaid,INTEGER
parent qid,INTEGER
preg,STR
question order,INTEGER
same default,INTEGER
qlimit,INTEGER
autoload url,INTEGER
quotals id,INTEGER
quotals quota id,INTEGER
quotals language,STR
quotals name,STR
quotals message,STR
quotals url,STR
quotals urldescrip,STR
quota id,INTEGER
scid,INTEGER
srid,INTEGER
access code,STR
saved thisstep,STR
saved date,TIME
refurl,STR
stg name,STR
stg value,STR
survey id,INTEGER
date invited,TIME
targetqid,INTEGER
targetsqid,INTEGER
changed at,TIME
menu description,STR
menu icon type,STR
menu link,STR
partial,STR
classes,STR
permission grade,STR
getdatamethod,STR
gsid,INTEGER
adminemail,STR
anonymized,STR
faxto,STR
savetimings,STR
additional languages,STR
datestamp,STR
usecookie,STR
allowregister,STR
allowsave,STR
autonumber start,INTEGER
autoredirect,STR
allowprev,STR
#printanswers,STR
ipaddr,STR
datecreated,TIME
showsurveypolicynotice,INTEGER
publicstatistics,STR
publicgraphs,STR
listpublic,STR
htmlemail,STR
sendconfirmation,STR
tokenanswerspersistence,STR
assessments,STR
usecaptcha,STR
usetokens,STR
bounce email,STR
attributedescriptions,STR
emailresponseto,STR
emailnotificationto,STR
tokenlength,INTEGER
showxquestions,STR
showgroupinfo,STR
shownoanswer,STR
showqnumcode,STR
bouncetime,INTEGER
bounceprocessing,STR
bounceaccounttype,STR
bounceaccounthost,STR
bounceaccountpass,STR
bounceaccountencryption,STR
bounceaccountuser,STR
showwelcome,STR
showprogress,STR
questionindex,INTEGER
navigationdelay,INTEGER
nokeyboard,STR
alloweditaftercompletion,STR
googleanalyticsstyle,STR
googleanalyticsapikey,STR
surveyls survey id,INTEGER
surveyls language,STR
surveyls title,STR
surveyls description,STR
surveyls welcometext,STR
surveyls endtext,STR
surveyls policy notice,STR
surveyls policy error,STR
surveyls policy notice label,STR
surveyls url,STR
surveyls urldescription,STR
surveyls email invite subj,STR
surveyls email invite,STR
surveyls email remind subj,STR
surveyls email remind,STR
surveyls email register subj,STR
surveyls email register,STR
surveyls email confirm subj,STR
surveyls email confirm,STR
surveyls dateformat,INTEGER
surveyls attributecaptions,STR
email admin notification subj,STR
email admin notification,STR
email admin responses subj,STR
email admin responses,STR
surveyls numberformat,INTEGER
files css,STR
files js,STR
files #print css,STR
cssframework name,STR
cssframework css,STR
cssframework js,STR
packages to load,STR
packages ltr,STR
packages rtl,STR
author url,STR
api version,STR
view folder,STR
files folder,STR
extends,STR
teid,INTEGER
ugid,INTEGER
users name,STR
htmleditormode,STR
templateeditormode,STR
questionselectormode,STR
type title,STR
type alias,STR
id holder,STR
title holder,STR
text prefix,STR
message language key,STR
log date,TIME
lft,INTEGER
rgt,INTEGER
checked out,INTEGER
checked out time,TIME
metakey,STR
own prefix,INTEGER
metakey prefix,STR
purchase type,INTEGER
track clicks,INTEGER
track impressions,INTEGER
track date,TIME
track type,INTEGER
catid,INTEGER
custombannercode,STR
publish up,TIME
publish down,TIME
reset,TIME
created by alias,STR
metadesc,STR
created user id,INTEGER
created time,TIME
modified user id,INTEGER
con position,STR
suburb,STR
default con,INTEGER
webpage,STR
sortname,STR
xreference,STR
fulltext,STR
images,STR
urls,STR
attribs,STR
rating sum,INTEGER
rating count,INTEGER
field mappings,STR
router,STR
content history options,STR
core content id,INTEGER
content item id,INTEGER
tag date,TIME
search term,STR
manifest cache,STR
system data,STR
fieldparams,STR
map count,INTEGER
indexdate,TIME
md5sum,STR
publish start date,TIME
publish end date,TIME
sale price,FLOAT
node id,INTEGER
stem,STR
common,INTEGER
phrase,INTEGER
links,INTEGER
map suffix,STR
term weight,FLOAT
context weight,FLOAT
total weight,FLOAT
title native,STR
sef,STR
sitename,STR
menutype,STR
user id from,INTEGER
user id to,INTEGER
date time,TIME
cfg name,STR
showtitle,INTEGER
menuid,INTEGER
numarticles,INTEGER
cache time,INTEGER
rtl,INTEGER
constant,STR
postinstall message id,INTEGER
title key,STR
description key,STR
action key,STR
language extension,STR
language client id,INTEGER
remind,INTEGER
requested at,TIME
request type,STR
confirm token,STR
confirm token created at,TIME
old url,STR
new url,STR
created date,TIME
version id,STR
guest,INTEGER
ucm id,INTEGER
ucm item id,INTEGER
ucm type id,INTEGER
ucm language id,INTEGER
core type alias,STR
core title,STR
core alias,STR
core body,STR
core state,INTEGER
core checked out time,STR
core checked out user id,INTEGER
core access,INTEGER
core params,STR
core featured,INTEGER
core metadata,STR
core created user id,INTEGER
core created by alias,STR
core created time,TIME
core modified user id,INTEGER
core modified time,TIME
core language,STR
core publish up,TIME
core publish down,TIME
core content item id,INTEGER
core images,STR
core urls,STR
core hits,INTEGER
core version,INTEGER
core ordering,INTEGER
core metakey,STR
core metadesc,STR
core catid,INTEGER
core xreference,STR
core type id,INTEGER
version note,STR
save date,TIME
editor user id,INTEGER
character count,INTEGER
sha1 hash,STR
version data,STR
keep forever,INTEGER
update site id,INTEGER
last check timestamp,INTEGER
extra query,STR
update id,INTEGER
detailsurl,STR
infourl,STR
invalid,INTEGER
uastring,STR
review time,TIME
profile key,STR
profile value,STR
block,INTEGER
send email,INTEGER
register date,TIME
lastvisit date,TIME
last reset time,TIME
reset count,INTEGER
otp key,STR
otep,STR
require reset,INTEGER
converted,INTEGER
quality,STR
nx ni id,FLOAT
editor id,INTEGER
no o id,INTEGER
no d id,INTEGER
no w id,INTEGER
package version,STR
applications,STR
software platform,STR
shop name,STR
train number,INTEGER
destination,STR
network name,STR
local authority,STR
high temperature,INTEGER
low temperature,INTEGER
precipitation,FLOAT
wind speed mph,INTEGER
category desc,STR
msid,INTEGER
title aka,STR
num of seasons,INTEGER
num of episodes,INTEGER
assay desc,STR
address type description,STR
detention type code,STR
detention type description,STR
incident type code,STR
incident type description,STR
date first rental,TIME
date left university,TIME
notes id,INTEGER
date of notes,TIME
text of notes,STR
incident id,INTEGER
date incident start,TIME
date incident end,TIME
incident summary,STR
recommendations,STR
detention id,INTEGER
datetime detention start,TIME
datetime detention end,TIME
detention summary,STR
monthly rental,FLOAT
cites paper id,INTEGER
rate change date,TIME
party,STR
debate id,INTEGER
num of audience,INTEGER
affirmative,INTEGER
negative,INTEGER
if affirmative win,BINARY
u gender,STR
au ord,INTEGER
royaltyper,INTEGER
average stars,FLOAT
product scale,STR
product vendor,STR
quantity in stock,INTEGER
buy price,FLOAT
msrp,FLOAT
sc id,STR
sc name,STR
long title,STR
genre type,STR
feature type code,STR
feature type name,STR
property type code,STR
property type description,STR
property id,INTEGER
date on market,TIME
date sold,TIME
property name,STR
property address,STR
room count,INTEGER
vendor requested price,FLOAT
property feature description,STR
actual year,STR
in name,STR
in sc id,STR
loginname,STR
namelc,STR
modifiedby,STR
passwordchanged,TIME
superuser,INTEGER
privileges,STR
adminattributeid,INTEGER
adminid,INTEGER
id key,INTEGER
entered,INTEGER
remotefile,STR
regexhash,STR
bounce,INTEGER
entry,STR
lan,STR
translation,STR
forward,STR
firstclick,TIME
latestclick,TIME
urlhash,STR
personalise,INTEGER
forwardid,INTEGER
htmlclicked,INTEGER
textclicked,INTEGER
rssfeed,STR
listid,INTEGER
fromfield,STR
tofield,STR
textmessage,STR
embargo,TIME
repeatinterval,INTEGER
repeatuntil,TIME
requeueinterval,INTEGER
requeueuntil,TIME
userselection,STR
htmlformatted,INTEGER
sendformat,STR
astext,INTEGER
ashtml,INTEGER
astextandhtml,INTEGER
aspdf,INTEGER
astextandpdf,INTEGER
bouncecount,INTEGER
sendstart,TIME
attachmentid,INTEGER
alive,INTEGER
optedin,INTEGER
uniqid,STR
subscribepage,INTEGER
rssfrequency,STR
extradata,STR
foreignkey,STR
attributeid,INTEGER
detail,STR
systeminfo,STR
unixdate,INTEGER
abbreviation,STR
established,TIME
datum provedeni vykonu,TIME
typ polozky,INTEGER
kod polozky,INTEGER
pocet,INTEGER
iata,STR
icao,STR
principal activities,STR
vehicle flight number,STR
pilot,STR
velocity,FLOAT
prof id,INTEGER
intelligence,STR
architect id,INTEGER
length meters,FLOAT
length feet,FLOAT
as character,STR
leading,INTEGER
document node,STR
document level,INTEGER
folder flag,INTEGER
seeded,INTEGER
first round,STR
semis,STR
finals,STR
o fgm,INTEGER
o fga,INTEGER
o ftm,INTEGER
o fta,INTEGER
o 3pm,INTEGER
o 3pa,INTEGER
o oreb,INTEGER
o dreb,INTEGER
o reb,INTEGER
o asts,INTEGER
o pf,INTEGER
o stl,INTEGER
o to,INTEGER
o blk,INTEGER
o pts,INTEGER
d fgm,INTEGER
d fga,INTEGER
d ftm,INTEGER
d fta,INTEGER
d 3pm,INTEGER
d 3pa,INTEGER
d oreb,INTEGER
d dreb,INTEGER
d reb,INTEGER
d asts,INTEGER
d pf,INTEGER
d stl,INTEGER
d to,INTEGER
d blk,INTEGER
d pts,INTEGER
tm orb,INTEGER
tm drb,INTEGER
tm trb,INTEGER
opptm orb,INTEGER
opptm drb,INTEGER
opptm trb,INTEGER
home w,INTEGER
home l,INTEGER
away w,INTEGER
away l,INTEGER
conf w,INTEGER
conf l,INTEGER
attend,INTEGER
arena,STR
c custkey,INTEGER
c mktsegment,STR
c nationkey,INTEGER
c name,STR
c address,STR
c acctbal,FLOAT
hh h t id,FLOAT
g old,INTEGER
date used,INTEGER
bug id,INTEGER
diskfile,STR
file type,STR
old value,STR
new value,STR
source bug id,INTEGER
destination bug id,INTEGER
bugnote id,INTEGER
reporter id,INTEGER
handler id,INTEGER
duplicate id,INTEGER
severity,INTEGER
reproducibility,INTEGER
projection,INTEGER
eta,INTEGER
bug text id,INTEGER
os,STR
os build,STR
fixed in version,STR
profile id,INTEGER
view state,INTEGER
sponsorship total,INTEGER
target version,STR
date submitted,INTEGER
date attached,INTEGER
steps to reproduce,STR
additional information,STR
bugnote text id,INTEGER
note attr,STR
time tracking,INTEGER
access reqd,INTEGER
possible values,STR
valid regexp,STR
access level r,INTEGER
access level rw,INTEGER
length min,INTEGER
length max,INTEGER
require report,INTEGER
require update,INTEGER
display report,INTEGER
display update,INTEGER
require resolved,INTEGER
display resolved,INTEGER
display closed,INTEGER
require closed,INTEGER
filter by,INTEGER
submitted,INTEGER
announcement,INTEGER
date posted,INTEGER
basename,STR
inherit parent,INTEGER
access min,INTEGER
file path,STR
inherit global,INTEGER
access level,INTEGER
obsolete,INTEGER
date order,INTEGER
paid,INTEGER
default profile,INTEGER
default project,INTEGER
refresh delay,INTEGER
redirect delay,INTEGER
bugnote order,STR
email on new,INTEGER
email on assigned,INTEGER
email on feedback,INTEGER
email on resolved,INTEGER
email on closed,INTEGER
email on reopened,INTEGER
email on bugnote,INTEGER
email on status,INTEGER
email on priority,INTEGER
email on priority min severity,INTEGER
email on status min severity,INTEGER
email on bugnote min severity,INTEGER
email on reopened min severity,INTEGER
email on closed min severity,INTEGER
email on resolved min severity,INTEGER
email on feedback min severity,INTEGER
email on assigned min severity,INTEGER
email on new min severity,INTEGER
email bugnote limit,INTEGER
#print pref,STR
lost password request count,INTEGER
failed login count,INTEGER
cookie string,STR
last visit,INTEGER
password id,INTEGER
identity,STR
logdate,TIME
lognum,INTEGER
reload acl flag,INTEGER
rp token,STR
rp token created at,TIME
interface locale,STR
failures num,INTEGER
first failure,TIME
lock expires,TIME
is remove,INTEGER
amazon id,STR
authorization id,STR
capture,INTEGER
capture id,STR
refund id,STR
quote id,INTEGER
amazon order reference id,STR
sandbox simulation reference,STR
tree level,INTEGER
create time,INTEGER
update time,INTEGER
cache id,STR
attribute set id,INTEGER
is parent,INTEGER
catalog compare item id,INTEGER
visitor id,INTEGER
frontend input renderer,STR
is visible,INTEGER
is searchable,INTEGER
is filterable,INTEGER
is comparable,INTEGER
is visible on front,INTEGER
is html allowed on front,INTEGER
is used for price rules,INTEGER
is filterable in search,INTEGER
used in product listing,INTEGER
used for sort by,INTEGER
apply to,STR
is visible in advanced search,INTEGER
is wysiwyg enabled,INTEGER
is used for promo rules,INTEGER
is required in admin store,INTEGER
is used in grid,INTEGER
is visible in grid,INTEGER
is filterable in grid,INTEGER
search weight,FLOAT
additional data,STR
website id,INTEGER
selection id,INTEGER
selection price type,INTEGER
selection price value,FLOAT
stock status,INTEGER
has options,INTEGER
required options,INTEGER
all groups,INTEGER
added at,INTEGER
price type,INTEGER
special price,FLOAT
is required,INTEGER
orig price,FLOAT
default store id,INTEGER
website date,TIME
linked product id,INTEGER
product link attribute id,INTEGER
product link attribute code,STR
data type,STR
is require,INTEGER
max characters,INTEGER
file extension,STR
image size x,INTEGER
image size y,INTEGER
option price id,INTEGER
option title id,INTEGER
option type price id,INTEGER
option type id,INTEGER
option type title id,INTEGER
product super attribute id,INTEGER
url rewrite id,INTEGER
stock name,STR
conditions serialized,STR
actions serialized,STR
stop rules processing,INTEGER
simple action,STR
rule product id,INTEGER
from time,INTEGER
to time,INTEGER
action operator,STR
action amount,FLOAT
rule product price id,INTEGER
rule date,TIME
rule price,FLOAT
data index,STR
relation id,INTEGER
agreement id,INTEGER
content height,STR
checkbox text,STR
is html,INTEGER
page layout,STR
content heading,STR
layout update xml,STR
custom theme,STR
custom root template,STR
custom layout update xml,STR
custom theme from,TIME
custom theme to,TIME
scope id,INTEGER
schedule id,INTEGER
job code,STR
scheduled at,TIME
executed at,TIME
finished at,TIME
increment id,STR
suffix,STR
vat id,STR
vat is valid,INTEGER
vat request date,STR
vat request id,STR
vat request success,INTEGER
input filter,STR
multiline count,INTEGER
validate rules,STR
is system,INTEGER
data model,STR
is searchable in grid,INTEGER
disable auto group change,INTEGER
created in,STR
default billing,INTEGER
default shipping,INTEGER
taxvat,STR
confirmation,STR
form code,STR
shipping full,STR
billing full,STR
billing firstname,STR
billing lastname,STR
billing telephone,STR
billing country id,STR
billing region,STR
billing street,STR
billing fax,STR
billing vat id,STR
customer group code,STR
last login at,TIME
last logout at,TIME
last visit at,TIME
design change id,INTEGER
design,STR
store website id,INTEGER
store group id,INTEGER
theme theme id,STR
iso2 code,STR
iso3 code,STR
country format id,INTEGER
default name,STR
currency from,STR
currency to,STR
number of downloads,INTEGER
is shareable,INTEGER
link file,STR
sample url,STR
sample file,STR
sample type,STR
purchased id,INTEGER
order increment id,STR
product sku,STR
link section title,STR
link hash,STR
number of downloads bought,INTEGER
number of downloads used,INTEGER
sample id,INTEGER
entity type id,INTEGER
attribute code,STR
attribute model,STR
backend model,STR
backend type,STR
backend table,STR
frontend model,STR
frontend input,STR
frontend label,STR
frontend class,STR
source model,STR
is user defined,INTEGER
is unique,INTEGER
attribute group name,STR
default id,INTEGER
attribute group code,STR
tab group code,STR
attribute label id,INTEGER
swatch id,INTEGER
attribute set name,STR
entity attribute id,INTEGER
entity store id,INTEGER
increment prefix,STR
increment last id,STR
entity type code,STR
entity model,STR
entity table,STR
value table prefix,STR
entity id field,STR
is data sharing,INTEGER
data sharing key,STR
default attribute set id,INTEGER
increment model,STR
increment per store,INTEGER
increment pad length,INTEGER
increment pad char,STR
additional attribute table,STR
entity attribute collection,STR
fieldset id,INTEGER
quote updated at,TIME
abandoned cart number,INTEGER
items count,INTEGER
items ids,STR
automation type,STR
enrolment status,STR
campaign id,INTEGER
checkout method,STR
send id,STR
send status,INTEGER
email contact id,INTEGER
is guest,INTEGER
is subscriber,INTEGER
subscriber status,INTEGER
email imported,INTEGER
subscriber imported,INTEGER
suppressed,INTEGER
consent url,STR
consent datetime,TIME
consent ip,STR
consent user agent,STR
first attempt date,TIME
last attempt date,TIME
import type,STR
import status,INTEGER
import id,STR
import mode,STR
import file,STR
import started,TIME
import finished,TIME
email order id,INTEGER
review imported,INTEGER
website ids,STR
combination,INTEGER
template code,STR
template text,STR
template styles,STR
template subject,STR
template sender name,STR
template sender email,STR
modified at,TIME
orig template code,STR
orig template variables,STR
wishlist id,INTEGER
item count,INTEGER
wishlist imported,INTEGER
wishlist modified,INTEGER
flag id,INTEGER
flag code,STR
flag data,STR
gift message id,INTEGER
code id,INTEGER
entity type,STR
experiment script,STR
started at,TIME
imported file,STR
execution time,STR
error file,STR
behavior,STR
indexer id,STR
hash config,STR
integration id,INTEGER
endpoint,STR
consumer id,INTEGER
setup type,INTEGER
identity link url,STR
notify stock qty,FLOAT
reservation id,INTEGER
carrier code,STR
source item id,INTEGER
klarna order id,STR
is acknowledged,INTEGER
payments quote id,INTEGER
client token,STR
authorization token,STR
payment methods,STR
payment method info,STR
layout link id,INTEGER
layout update id,INTEGER
is temporary,INTEGER
bulk uuid,BINARY
operation count,INTEGER
topic name,STR
error code,INTEGER
result message,STR
msp tfa country codes id,INTEGER
dial code,STR
msp tfa trusted id,INTEGER
device name,STR
msp tfa user config id,INTEGER
encoded providers,STR
encoded config,STR
default provider,STR
problem error code,INTEGER
problem error text,STR
newsletter type,INTEGER
newsletter text,STR
newsletter styles,STR
newsletter subject,STR
newsletter sender name,STR
newsletter sender email,STR
queue status,INTEGER
queue start at,TIME
queue finish at,TIME
queue link id,INTEGER
letter sent at,TIME
change status at,TIME
subscriber email,STR
subscriber confirm code,STR
template actual,INTEGER
callback url,STR
rejected callback url,STR
verifier,STR
revoked,INTEGER
authorized,INTEGER
failures count,INTEGER
lock expires at,TIME
account reference,STR
patch id,INTEGER
patch name,STR
method code,STR
reference id,STR
agreement label,STR
cert id,INTEGER
report date,TIME
row id,INTEGER
paypal reference id,STR
paypal reference id type,STR
transaction event code,STR
transaction initiation date,TIME
transaction completion date,TIME
transaction debit or credit,STR
gross transaction amount,FLOAT
persistent id,INTEGER
alert price id,INTEGER
alert stock id,INTEGER
add date,TIME
send date,TIME
send count,INTEGER
message code,STR
number of trials,INTEGER
converted at,TIME
is virtual,INTEGER
is multi shipping,INTEGER
items qty,FLOAT
save in address book,INTEGER
same as billing,INTEGER
collect shipping rates,INTEGER
shipping description,STR
address item id,INTEGER
parent item id,INTEGER
quote address id,INTEGER
quote item id,INTEGER
applied rule ids,STR
masked id,STR
is qty decimal,INTEGER
no discount,INTEGER
cc number enc,STR
cc last,STR
cc cid enc,STR
cc exp month,STR
cc exp year,INTEGER
cc ss owner,STR
cc ss start month,INTEGER
cc ss start year,INTEGER
po number,STR
cc ss issue,STR
paypal payer id,STR
paypal payer status,STR
paypal correlation id,STR
carrier title,STR
method description,STR
rating id,INTEGER
rating code,STR
entity code,STR
vote id,INTEGER
remote ip,STR
remote ip long,INTEGER
entity pk value,INTEGER
primary id,INTEGER
vote value sum,INTEGER
percent approved,INTEGER
viewer id,INTEGER
last view version,STR
index id,INTEGER
logged at,TIME
event type id,INTEGER
setup version,STR
reviews count,INTEGER
rating summary,INTEGER
status code,STR
adjustment positive,FLOAT
is customer notified,INTEGER
order created at,TIME
base grand total,FLOAT
base price,FLOAT
store currency code,STR
order currency code,STR
base currency code,STR
global currency code,STR
shipping information,STR
orders count,INTEGER
orders invoiced,FLOAT
coupon code,STR
protect code,STR
base discount amount,FLOAT
total qty ordered,FLOAT
product options,STR
base shipping captured,FLOAT
entity name,STR
visible on front,INTEGER
tax item id,INTEGER
txn type,STR
is closed,INTEGER
refunded,FLOAT
sequence table,STR
start value,INTEGER
step,INTEGER
max value,INTEGER
warning value,INTEGER
total qty,FLOAT
row total,FLOAT
total shipping,FLOAT
uses per customer,INTEGER
is advanced,INTEGER
product ids,STR
usage limit,INTEGER
usage per customer,INTEGER
times used,INTEGER
is primary,INTEGER
generated by dotmailer,INTEGER
coupon uses,INTEGER
subtotal amount,FLOAT
rule customer id,INTEGER
query text,STR
num results,INTEGER
popularity,INTEGER
display in terms,INTEGER
is processed,INTEGER
sequence value,INTEGER
session expires,INTEGER
schema version,STR
data version,STR
pk,INTEGER
dest country id,STR
dest region id,INTEGER
dest zip,STR
condition name,STR
condition value,FLOAT
case id,INTEGER
guarantee eligible,INTEGER
guarantee disposition,STR
associated team,STR
review disposition,STR
sitemap id,INTEGER
sitemap type,STR
sitemap filename,STR
sitemap path,STR
sitemap time,TIME
root category id,INTEGER
default group id,INTEGER
tax calculation id,INTEGER
tax calculation rate id,INTEGER
tax calculation rule id,INTEGER
customer tax class id,INTEGER
product tax class id,INTEGER
tax country id,STR
tax region id,INTEGER
tax postcode,STR
tax calculation rate title id,INTEGER
calculate subtotal,INTEGER
class type,STR
tax base amount sum,FLOAT
shipping address id,INTEGER
service selection,STR
pending,INTEGER
ext order id,STR
recipient address id,INTEGER
collection point id,STR
pickup location id,STR
opening hours,TIME
shipping experiences,STR
distance,INTEGER
ext shipment id,STR
ext location id,STR
ext tracking url,STR
